Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
15406,Sun River Health Copiague,DTC-EC,Diagnostic and Treatment Center Extension Clinic,03/22/2023,445 Oak Street,,Copiague,New York,11726,8452601834,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Sun River Health,1040,5901200R,"Sun River Health Care, Inc.",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,,,
13226,Sincere Care Agency,LHCSA,Licensed Home Care Services Agency,01/04/2016,2546 East 17th Street,2nd Floor,Brooklyn,New York,11235,7189340004,7189340009,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,1988L001,Advance Home Care Llc,2546 East 17th Street,2nd Floor,Brooklyn,New York,11235,,,,,New York,,LLC,,,
14968,The Terrace at The Eddy Memorial,EHP,Enriched Housing Program,04/18/2003,2256 Burdett Avenue,,Troy,New York,12180,5182749890,5182745407,www.nehealth.com#http://www.nehealth.com#,41,Rensselaer,4,Capital District Regional Office,,,600-S-001,"The James A. Eddy Memorial Geriatric Center, Inc.",2256 Burdett Avenue,,Troy,New York,12180-2400,,,,,New York,,Not for Profit Corporation,42.735108,-73.670593,"(42.735108, -73.670593)"
5771,Charles Evans Center,DTC,Diagnostic and Treatment Center,09/27/1995,857 South Oyster Bay Road,,Bethpage,New York,11714,5166228888,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2950212R,"Charles Evans Center, Inc.",857 South Oyster Bay Road,,Bethpage,New York,11714,,,,,New York,,Not for Profit Corporation,40.761532,-73.500053,"(40.761532, -73.500053)"
10341,Outpatient Extension Clinic,HOSP-EC,Hospital Extension Clinic,09/26/2019,2300 Jefferson Road,,Pittsford,New York,14534,,,,27,Monroe,2,Western Regional Office - Rochester,Strong Memorial Hospital,413,2701005H,University of Rochester Inc,601 Elmwood Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.0874,-77.5459,"(43.0874, -77.5459)"
10212,Center for Dental Care,HOSP-EC,Hospital Extension Clinic,10/26/2018,100 High Street,,Buffalo,New York,14203,,,,14,Erie,1,Western Regional Office - Buffalo,Erie County Medical Center,210,1401005H,Erie County Medical Center Corporation,462 Grider Street,,Buffalo,New York,14215,,,,,New York,,Public Benefit Corporation,42.900808,-78.865285,"(42.900808, -78.865285)"
12831,Comfort Keepers #512,LHCSA,Licensed Home Care Services Agency,11/30/2006,32 North Division St,2nd Fl,Peekskill,New York,10566,9147342616,9147342648,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,1280L001,"Living Life Home Care, Inc.",32 North Division St,2nd Fl,Peekskill,New York,10566,,,,,New York,,Business Corporation,41.290963,-73.92022,"(41.290963, -73.92022)"
546,Sands Point Center for Health and Rehabilitation,NH,Residential Health Care Facility - SNF,02/01/1980,1440 Port Washington Blvd,,Port Washington,New York,11050,5167199400,5167199512,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2951304N,AGMA Inc,1440 Port Washington Blvd,,Port Washington,New York,11050,,,,,New York,,Business Corporation,40.843124,-73.690155,"(40.843124, -73.690155)"
6131,Pre-Emption Road Clinical Services,HOSP-EC,Hospital Extension Clinic,07/01/1999,821 Pre-Emption Rd,,Geneva,New York,14456,,,,34,Ontario,2,Western Regional Office - Rochester,Geneva General Hospital,671,3402000H,Geneva General Hospital Inc,196 198 North Street,,Geneva,New York,14456,,,,,New York,,Not for Profit Corporation,42.860844,-77.010841,"(42.860844, -77.010841)"
12956,Allen Health Care Services/Elara Caring,LHCSA,Licensed Home Care Services Agency,07/09/2018,1819 East 13th Street,,Brooklyn,New York,11229,7185759090,7185759099,www.allenhealth.com,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,1548L004,Health Acquisition Corp.,175 Fulton Avenue,Suite 101,Hempstead,New York,11550-3702,,,,,New York,,Business Corporation,40.605094,-73.959193,"(40.605094, -73.959193)"
836,"CFDSHC, Inc.",DTC-EC,Diagnostic and Treatment Center Extension Clinic,04/06/1994,Helping Hand Lane,,Glenville,New York,12325,5184898336,,,46,Schenectady,4,Capital District Regional Office,"Center for Disability Services, Inc.",9,0101225R,"CFDSHC, Inc.","314 South Manning Boulevard, Suite 210W",,Albany,New York,12208,,,,,New York,,Not for Profit Corporation,42.891899,-73.902657,"(42.891899, -73.902657)"
7072,Northwell Family Health Center at Huntington,DTC,Diagnostic and Treatment Center,02/06/1997,284 Pulaski Road,,Green Lawn,New York,11740,6314255250,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5153207R,"Huntington Hospital Dolan Family Health Center, Inc",284 Pulaski Road,,Green Lawn,New York,11740,,,,,New York,,Not for Profit Corporation,40.857697,-73.387756,"(40.857697, -73.387756)"
6215,Metro YMCA,HOSP-EC,Hospital Extension Clinic,10/25/2000,444 East Main St,,Rochester,New York,14604,7165302130,,,27,Monroe,2,Western Regional Office - Rochester,Strong Memorial Hospital,413,2701005H,University of Rochester Inc,601 Elmwood Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.158482,-77.600792,"(43.158482, -77.600792)"
13041,Innovative Care Llc,LHCSA,Licensed Home Care Services Agency,12/31/2009,2775 Buffalo Road,Suite 2,Rochester,New York,14624,5852350560,5852355468,,27,Monroe,2,Western Regional Office - Rochester,,,1677L001,Innovative Care Llc,2775 Buffalo Road,Suite 2,Rochester,New York,14624,,,,,New York,,LLC,43.143638,-77.727423,"(43.143638, -77.727423)"
4823,Richmond Center for Rehabilitation and Specialty Healthcare,NH,Residential Health Care Facility - SNF,01/07/1994,91 Tompkins Avenue,,Staten Island,New York,10304,7188761200,7188761393,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,,,7004324N,"SV Operating Three, LLC",91 Tompkins Avenue,,Staten Island,New York,10304,,,,,New York,,LLC,40.622379,-74.078377,"(40.622379, -74.078377)"
99,Chautauqua Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,01/01/1901,10836 Temple Road,,Dunkirk,New York,14048,7163666400,7163660114,,6,Chautauqua,1,Western Regional Office - Buffalo,,,0601304N,"Dunkirk Operating, LLC",10836 Temple Road,,Dunkirk,New York,14048,,,,,New York,,LLC,42.474426,-79.362961,"(42.474426, -79.362961)"
9392,Delevan Health Center,HOSP-EC,Hospital Extension Clinic,08/20/2012,38 North Main Street,,Delevan,New York,14042,7167077040,,,4,Cattaraugus,1,Western Regional Office - Buffalo,Olean General Hospital,66,0401001H,Olean General Hospital Inc,515 Main Street,,Olean,New York,14760,Upper Allegheny Health System,515 Main Street,,Olean,New York,14760,Not for Profit Corporation,42.491486,-78.480171,"(42.491486, -78.480171)"
589,"Rome Memorial Hospital, Inc",HOSP,Hospital,08/01/1979,1500 N James St,,Rome,New York,13440,3153387000,,,32,Oneida,3,Central New York Regional Office,,,3201002H,"Rome Memorial Hospital, Inc",1500 North James Street,,Rome,New York,13440,,,,,New York,,Not for Profit Corporation,43.229935,-75.443466,"(43.229935, -75.443466)"
13687,"Always Compassionate Home Care, Inc.",LHCSA,Licensed Home Care Services Agency,09/03/2019,265 Broadhollow Road,Suite 200 and Lower Level,Melville,New York,11747,6317594500,6317594272,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,2721L001,"Always Compassionate Home Care, Inc.",265 Broadhollow Road,Suite 200,Melville,New York,11747,,,,,New York,,Business Corporation,40.784286,-73.415774,"(40.784286, -73.415774)"
4514,Wyoming County Medical Group,HOSP-EC,Hospital Extension Clinic,05/11/1991,34 Duncan Street,,Warsaw,New York,14569,7167863230,,,60,Wyoming,1,Western Regional Office - Buffalo,Wyoming County Community Hospital,1153,6027000H,Wyoming County,Wyoming County Courthouse,,Warsaw,New York,14569,,,,,New York,,County,42.755611,-78.131584,"(42.755611, -78.131584)"
6503,Mount St. Mary's Hospital Rehab Services,HOSP-EC,Hospital Extension Clinic,12/23/2002,1 Columba Drive,,Niagara Falls,New York,14305,7162982249,7162973302,,31,Niagara,1,Western Regional Office - Buffalo,Mount St. Mary's Hospital and Health Center,583,3121001H,Mount St Marys Hospital of Niagara Falls,5300 Military Road,,Lewiston,New York,14092,"Catholic Health System, Inc.",144 Genesee Street,,Buffalo,New York,14203,Not for Profit Corporation,43.127529,-79.016502,"(43.127529, -79.016502)"
9629,PS 29 The Melrose School,,School Based Diagnostic and Treatment Center Extension Clinic,01/17/2014,758 Courtlandt Avenue,,Bronx,New York,10451,7184831240,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Morris Heights Health Center,1307,7000236R,Morris Heights Health Center Inc,70 West Burnside Ave,,Bronx,New York,10453,,,,,New York,,Not for Profit Corporation,40.821999,-73.916962,"(40.821999, -73.916962)"
12963,Cedarbrook,LHCSA,Licensed Home Care Services Agency,01/26/2009,101 Sitrin Lane,,New Hartford,New York,13413,3157973114,3156240467,,32,Oneida,3,Central New York Regional Office,,,1563L001,"Cedarbrook Village, Inc.",101 Sitrin Lane,,New Hartford,New York,13413,,,,,New York,,Not for Profit Corporation,43.055828,-75.237972,"(43.055828, -75.237972)"
13704,Generations Home Care,LHCSA,Licensed Home Care Services Agency,11/20/2019,156 West Clarkstown Road,,New City,New York,10956,8453564114,8453560167,,43,Rockland,6,Metropolitan Area Regional Office - New Rochelle,,,2732L001,"Home Care For Generations, Llc",156 West Clarkstown Road,,New City,New York,10956,,,,,New York,,LLC,41.135541,-74.021875,"(41.135541, -74.021875)"
13053,"Peconic Landing Home Health Services, INC",LHCSA,Licensed Home Care Services Agency,06/27/2013,1500 Brecknock Road,,Greenport,New York,11944,6314774217,6314770061,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1695L001,"Peconic Landing Home Health Services, INC",1500 Brecknock Road,,Greenport,New York,11944,,,,,New York,,Not for Profit Corporation,41.120794,-72.362543,"(41.120794, -72.362543)"
13392,"Samaritan Services, Inc.",LHCSA,Licensed Home Care Services Agency,03/21/2017,25 Chapel Street,,Brooklyn,New York,11201,7188341911,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,2251L001,"Samaritan Services, Inc.",25 Chapel Street,,Brooklyn,New York,11201,,,,,New York,,Business Corporation,40.697309,-73.985858,"(40.697309, -73.985858)"
13098,Sco Family Of Services,LHCSA,Licensed Home Care Services Agency,08/11/2010,1221 Bedford Avenue,3rd Floor,Brooklyn,New York,11216,7185748289,7189191283,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,1780L001,Sco Family Of Services,1221 Bedford Avenue,3rd Floor,Brooklyn,New York,11216,,,,,New York,,Not for Profit Corporation,40.68163,-73.953404,"(40.68163, -73.953404)"
13628,Elegance At Home,LHCSA,Licensed Home Care Services Agency,01/09/2018,400 County Line Road,,Massapequa,New York,11758,5168129440,5168129439,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2668L001,Elegance Home Care Llc,400 County Line Road,,Massapequa,New York,11758,,,,,New York,,LLC,40.6787,-73.4247,"(40.6787, -73.4247)"
10097,Sunnyview Therapy Services at 1450 Western Avenue,HOSP-EC,Hospital Extension Clinic,11/13/2017,"1450 Western Avenue, Suite 101",,Albany,New York,12203,,,,1,Albany,4,Capital District Regional Office,Sunnyview Hospital and Rehabilitation Center,831,4601004H,Sunnyview Hospital and Rehabilitation Center Inc,1270 Belmont Avenue,,Schenectady,New York,12308,Trinity Health Corporation,20555 Victor Parkway,,Livonia,New York,48152,Not for Profit Corporation,42.680745,-73.836817,"(42.680745, -73.836817)"
10049,Fresenius Kidney Care - Lindenhurst,DTC-EC,Diagnostic and Treatment Center Extension Clinic,05/25/2017,185 South Tenth Street,,Lindenhurst,New York,11757,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,FMS-Southern Manhattan Dialysis Center,3414,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,40.682709,-73.381792,"(40.682709, -73.381792)"
136,Champlain Valley Physicians Hospital Medical Center SNF,NH,Residential Health Care Facility - SNF,01/01/1901,75 Beekman Street,,Plattsburg,New York,12901,5185612000,,,9,Clinton,4,Capital District Regional Office,,,0901001N,Champlain Valley Physicians Hospital Medical Center Inc,100 Beekman Street,,Plattsburgh,New York,12901,,,,,New York,,Not for Profit Corporation,44.700279,-73.466751,"(44.700279, -73.466751)"
12974,"Troy Crossings, Llc",LHCSA,Licensed Home Care Services Agency,02/01/2013,2405 15th Street,,Troy,New York,12180-1702,5182269654,5182260346,,41,Rensselaer,4,Capital District Regional Office,,,1582L001,"Troy Crossings, Llc",46 Stauderman Avenue,,Lynbrook,New York,11563,,,,,New York,,LLC,42.739992,-73.674848,"(42.739992, -73.674848)"
14724,Willing Helpers' Home for Women,AH,Adult Home,09/19/1989,"226 West Madison Ave, P.O. Box O",,Johnstown,New York,12095,5187627719,5187623415,,17,Fulton,4,Capital District Regional Office,,,280-E-008,Willing Helpers,226 West Madison Avenue,,Johnstown,New York,12095-2899,,,,,New York,,Not for Profit Corporation,42.999662,-74.378457,"(42.999662, -74.378457)"
6323,"The Center for Discovery, Inc.",DTC,Diagnostic and Treatment Center,02/28/2002,606 Old Route 17,,Monticello,New York,12701,8457941400,,,52,Sullivan,6,Metropolitan Area Regional Office - New Rochelle,,,5263200R,"The Center for Discovery, Inc.",102 Wawanda Avenue,,Liberty,New York,12754,,,,,New York,,Not for Profit Corporation,41.696243,-74.731583,"(41.696243, -74.731583)"
15318,Neighborhood Health Center - Riverway,DTC-EC,Diagnostic and Treatment Center Extension Clinic,06/13/2022,1569 Niagara Street,,Buffalo,New York,14213,,,,14,Erie,1,Western Regional Office - Buffalo,"Neighborhood Health Center of WNY, Inc.",3770,1401219R,"Neighborhood Health Center of WNY, Inc.",155 Lawn Avenue,,Buffalo,New York,14207,,,,,New York,,Not for Profit Corporation,,,
6141,Helen Hayes Hospital RHCF,NH,Residential Health Care Facility - SNF,05/24/2000,51 N Route 9W,,West Haverstraw,New York,10993,8457864000,,,43,Rockland,6,Metropolitan Area Regional Office - New Rochelle,,,4322300N,New York State Department of Health,Empire State Plaza,Corning Tower  Room 1683,Albany,New York,12237,,,,,New York,,State,41.213886,-73.986,"(41.213886, -73.986)"
9233,Good Samaritan Hospital Women's imaging Center,HOSP-EC,Hospital Extension Clinic,06/16/2011,735 Montauk Highway,,West Islip,New York,11795,6313764144,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Good Samaritan Hospital Medical Center,925,5154001H,Good Samaritan Hospital Medical Center,1000 Montauk Highway,,West Islip,New York,11795,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747,Not for Profit Corporation,40.695492,-73.298157,"(40.695492, -73.298157)"
13370,Care 24/7,LHCSA,Licensed Home Care Services Agency,09/19/2016,286 North Main Street,Suite 210,Spring Valley,New York,10977,8453543233,8453543233,,43,Rockland,6,Metropolitan Area Regional Office - New Rochelle,,,2208L001,"Share Of New Square, Inc.",286 North Main Street,Suite 210,Spring Valley,New York,10977,,,,,New York,,Not for Profit Corporation,41.125618,-74.040712,"(41.125618, -74.040712)"
9691,South Nassau Communities Hospital Off-Campus Emergency Department,HOSP,Hospital,06/30/2014,325 East Bay Drive,,Long Beach,New York,11561,5168701010,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Mount Sinai South Nassau,527,2950001H,South Nassau Communities Hospital Inc,2445 Oceanside Road,,Oceanside,New York,11572,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.594237,-73.654958,"(40.594237, -73.654958)"
13688,"Always Compassionate Home Care, Inc.",LHCSA,Licensed Home Care Services Agency,09/03/2019,110 East 40th Street,Suite 803,New York,New York,10016,6317594500,6317594272,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2721L002,"Always Compassionate Home Care, Inc.",265 Broadhollow Road,Suite 200,Melville,New York,11747,,,,,New York,,Business Corporation,40.750358,-73.978031,"(40.750358, -73.978031)"
12872,"Aliah Home Care, Inc.",LHCSA,Licensed Home Care Services Agency,12/29/2006,98-04 Astoria Boulevard,,Flushing,New York,11369,7187891414,7188791491,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,1389L001,"Aliah Home Care, Inc.",98-04 Astoria Boulevard,,Flushing,New York,11369,,,,,New York,,Business Corporation,40.761986,-73.871071,"(40.761986, -73.871071)"
13105,Public Health Solutions,LHCSA,Licensed Home Care Services Agency,08/31/2011,103-24 Roosevelt Avenue,2nd Floor,Corona,New York,11368,6466196524,6466196777,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,1797L001,Public Health Solutions,22 Church Street,,New York,New York,10013,,,,,New York,,Not for Profit Corporation,40.749821,-73.86245,"(40.749821, -73.86245)"
7572,Hampton Bays Extension Clinic,HOSP-EC,Hospital Extension Clinic,01/21/1998,225 West Montauk Highway,,Hampton Bays,New York,11946,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Stony Brook University Hospital,245,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.866936,-72.547874,"(40.866936, -72.547874)"
10373,New York Center For Ambulatory Surgery,DTC,Diagnostic and Treatment Center,12/13/2019,1210 Second Avenue,,New York,New York,10065,6469285900,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002818R,New York Center for Ambulatory Surgery LLC,1210 Second Avenue,,New York,New York,10065,,,,,New York,,LLC,40.763334,-73.961857,"(40.763334, -73.961857)"
7840,Clinton Family Health Center,HOSP-EC,Hospital Extension Clinic,09/14/1998,293 and 309 Upper Falls Blvd - Shopping Center,,Rochester,New York,14605,,,,27,Monroe,2,Western Regional Office - Rochester,Rochester General Hospital,411,2701003H,Rochester General Hospital Inc,905 Culver Road,,Rochester,New York,14609,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,43.170728,-77.608669,"(43.170728, -77.608669)"
3442,Quannacut Outpatient Services,HOSP-EC,Hospital Extension Clinic,01/31/1992,905 East Main Street,,Riverhead,New York,11901,6313698966,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Stony Brook University Hospital,245,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.92923,-72.679947,"(40.92923, -72.679947)"
